ahe;year;bachelor;female;age
15,38461494;2008;0;1;34
36,05769348;2008;0;0;34
9,615385056;2008;0;1;27
20,19230843;2008;1;1;26
14,67611313;2008;1;1;30
9,615385056;2008;0;1;31
11,05769253;2008;0;1;27
10,09615421;2008;0;0;29
21,6857605;2008;1;0;29
23,5;2008;0;0;32
18,07692337;2008;1;0;33
19,23077011;2008;0;0;25
14,42307663;2008;0;0;26
24,03846169;2008;1;1;34
45,54655838;2008;0;1;32
12,01923084;2008;0;0;28
9,615385056;2008;0;0;32
12,01923084;2008;0;1;34
28,84615326;2008;0;1;28
17,15176773;2008;0;1;28
16,28959274;2008;1;0;25
17,54010773;2008;1;1;26
10,57692337;2008;1;1;26
14,03326416;2008;1;1;25
26,15384674;2008;0;1;31
17,33774567;2008;0;0;33
10,78431416;2008;0;0;25
13,46153831;2008;1;0;33
19,23077011;2008;0;0;30
16,02564049;2008;0;0;32
16,82692337;2008;0;0;33
12,01923084;2008;0;0;25
12,08791256;2008;0;1;25
15,38461494;2008;1;1;25
14,90384579;2008;0;0;26
76,92308044;2008;1;0;34
31,25;2008;1;0;33
16,99463272;2008;1;0;26
27,88461494;2008;0;0;27
29,03846169;2008;1;0;27
9,615385056;2008;1;1;34
31,46853065;2008;1;0;34
5,769230843;2008;0;0;27
18,29268265;2008;1;1;26
13,46153831;2008;1;1;28
16,82692337;2008;1;0;32
25,48077011;2008;0;0;33
17,58241844;2008;1;1;32
17,78846169;2008;1;1;27
4,807692528;2008;0;1;29
36,05769348;2008;0;0;34
12,01923084;2008;1;1;32
12,01923084;2008;0;0;30
14,42307663;2008;0;1;34
8,012820244;2008;0;1;34
17,30769157;2008;0;0;28
17,30769157;2008;0;0;30
9,890110016;2008;0;1;29
12,98076916;2008;1;1;30
26,44230843;2008;1;0;33
24,78632545;2008;1;0;27
27,88461494;2008;1;0;27
36,05769348;2008;1;0;33
13,46153831;2008;1;1;32
13,69999981;2008;0;0;25
27,88461494;2008;0;1;30
16,82692337;2008;0;1;29
10,24038506;2008;1;1;26
18;2008;0;0;30
28,84615326;2008;1;0;31
12,5;2008;1;0;26
12,5;2008;0;0;34
18,26922989;2008;1;1;25
11,11111069;2008;1;1;27
10,09615421;2008;0;1;27
27,98583031;2008;1;1;34
19,23077011;2008;1;1;28
13,46153831;2008;1;0;34
12,01923084;2008;0;0;29
24,03846169;2008;0;0;31
44,59134674;2008;1;1;30
17,1428566;2008;0;0;29
12,14574909;2008;0;0;30
23,21794891;2008;1;1;31
17,98077011;2008;1;0;30
17,06730843;2008;1;1;25
40,86538315;2008;1;1;32
9,134614945;2008;0;0;26
28,84615326;2008;1;0;31
24,03846169;2008;1;1;26
9,615385056;2008;1;0;27
33,65384674;2008;1;0;31
31,25;2008;1;1;27
13,35470104;2008;0;0;34
5,769230843;2008;0;0;28
9,340659142;2008;0;1;34
23,07692337;2008;1;0;33
24,03846169;2008;1;1;27
9,567307472;2008;0;1;30
27,88461494;2008;1;0;31
38,46154022;2008;1;0;30
18,75;2008;0;1;29
5,769230843;2008;0;1;33
19,23077011;2008;1;1;29
15,86538506;2008;0;0;26
18,02884674;2008;1;0;28
20,83333397;2008;1;0;28
14,83516502;2008;0;0;33
15,86538506;2008;1;1;27
24,03846169;2008;1;1;33
14,9572649;2008;0;0;29
12,01923084;2008;0;0;28
12,98076916;2008;1;1;27
40,86538315;2008;1;1;31
5,769230843;2008;0;1;25
48,07692337;2008;0;1;31
9,615385056;2008;0;0;28
8,620689392;2008;0;1;28
15,30480766;2008;0;0;32
22,5;2008;0;0;28
26,70940208;2008;1;1;31
13,18791199;2008;0;1;34
7,211538315;2008;0;0;30
36,53845978;2008;1;0;32
4,807692528;2008;0;0;34
6,009615421;2008;0;1;26
31,25;2008;1;1;33
7,692307472;2008;0;1;30
9;2008;0;1;34
21,63461494;2008;1;0;30
22,11538506;2008;1;1;32
26,44230843;2008;1;0;31
24,03846169;2008;0;0;33
24,03846169;2008;0;1;34
11,77884579;2008;0;1;32
10,57692337;2008;0;0;27
11,53884602;2008;0;0;25
12,5;2008;0;0;32
19,71153831;2008;1;0;25
24,51922989;2008;1;1;26
31,2509613;2008;1;0;26
9,134614945;2008;0;1;25
17,98077011;2008;1;0;33
8,316008568;2008;0;1;26
18,02884674;2008;0;0;26
18,02884674;2008;0;0;26
7,644230843;2008;0;0;33
5,769230843;2008;0;1;28
16,15384674;2008;0;0;33
25,10683823;2008;1;0;29
30,41144943;2008;1;1;34
15;2008;0;0;26
9,134614945;2008;0;1;25
26,62721825;2008;1;0;30
24,03846169;2008;1;1;28
34,61538315;2008;1;0;29
27,88461494;2008;1;0;32
14,42307663;2008;0;0;26
11,60000038;2008;0;0;27
17,1875;2008;1;1;34
23,07692337;2008;1;0;32
16,02564049;2008;1;0;30
9,615385056;2008;1;1;26
6,730769157;2008;0;0;32
12,5;2008;1;1;28
12,5;2008;0;1;25
19,23077011;2008;0;0;28
8,653845787;2008;0;0;28
16,9798069;2008;1;1;28
17,78846169;2008;1;1;26
28,84615326;2008;0;0;31
19,23077011;2008;0;0;33
7,591093063;2008;0;1;33
12,98076916;2008;1;1;25
12,98076916;2008;1;1;30
29,80769157;2008;0;1;34
23,07692337;2008;0;0;33
15,70240402;2008;0;1;26
21,97802162;2008;0;0;26
33,17307663;2008;1;0;29
9;2008;0;0;33
16,82692337;2008;0;0;30
35,25640869;2008;0;0;30
28,84615326;2008;1;0;30
13,46153831;2008;0;1;30
12,5;2008;1;0;31
17,8571434;2008;0;0;26
17,94871712;2008;0;0;27
11,53846169;2008;0;0;32
12,01923084;2008;1;1;32
12,82051277;2008;0;1;27
12,5;2008;1;1;26
33,65384674;2008;1;1;30
45,67307663;2008;1;0;27
21,63461494;2008;0;0;26
39,71154022;2008;0;0;33
29,05982971;2008;1;0;28
7,47863245;2008;0;1;30
11,77083302;2008;0;0;29
10,09615421;2008;0;1;28
12,01923084;2008;0;1;29
18,75;2008;1;1;34
40,59828949;2008;0;0;33
20,32966995;2008;1;1;34
14,42307663;2008;0;1;33
8,653845787;2008;0;1;34
13,33333302;2008;1;0;27
16,82692337;2008;1;1;33
11,05769253;2008;0;1;33
14,42307663;2008;0;1;33
22,59615326;2008;0;0;32
16,23931694;2008;0;0;26
14,52991486;2008;1;0;25
11,53846169;2008;0;1;29
20,19230843;2008;1;1;29
9,226190567;2008;0;0;34
23,50427437;2008;1;1;34
19,23077011;2008;0;0;30
28,84615326;2008;1;0;29
16,82692337;2008;0;0;30
14,42307663;2008;0;1;28
26,49572563;2008;0;0;30
17,52136803;2008;1;0;30
23,41346169;2008;1;1;33
28,84615326;2008;0;0;33
14,42307663;2008;1;1;32
6,25;2008;0;0;28
12,01923084;2008;0;1;29
13,94230747;2008;0;0;26
10,09615421;2008;1;1;27
13,88888931;2008;0;1;31
10,43956089;2008;0;0;28
16,82692337;2008;1;1;28
11,53846169;2008;0;0;26
22,36135864;2008;0;0;28
10,57692337;2008;0;0;28
17,30769157;2008;0;0;27
14,42307663;2008;0;1;26
14,42307663;2008;1;1;27
26,44230843;2008;1;0;34
15,65934086;2008;1;1;32
15,38461494;2008;1;1;28
9,615385056;2008;0;1;34
12,01923084;2008;0;0;25
15,38461494;2008;1;0;32
13,84615421;2008;1;0;26
13,98601437;2008;0;0;30
11,07692337;2008;1;0;26
26,1437912;2008;1;1;25
25,64102554;2008;1;0;25
18,26922989;2008;1;1;32
24,03846169;2008;1;0;25
11,53846169;2008;0;0;26
16,38461494;2008;0;0;26
16,22596169;2008;1;0;25
25,48077011;2008;1;0;25
18,26922989;2008;0;1;25
32,05128098;2008;1;1;33
29,76190567;2008;1;0;31
26,92307663;2008;1;0;33
22,22222137;2008;1;1;32
8,760684013;2008;0;0;30
15,38461494;2008;1;0;29
14,52991486;2008;1;1;30
13,84615421;2008;0;0;34
15,38461494;2008;0;0;28
15,65295124;2008;0;0;33
13,22115421;2008;0;0;29
13,84615421;2008;0;0;31
11,22449017;2008;0;1;31
18,26922989;2008;1;1;34
8,241758347;2008;0;1;27
15,14423084;2008;0;1;26
7,720279694;2008;0;0;32
18,26922989;2008;1;1;27
12,65182209;2008;1;1;32
18,21862412;2008;0;0;32
16,34615326;2008;1;0;33
22,59615326;2008;1;1;34
16,02564049;2008;1;0;30
23,07692337;2008;1;0;30
23,07692337;2008;1;1;28
12,01923084;2008;1;1;25
23,50427437;2008;1;0;28
34,18803406;2008;1;0;28
26,22377586;2008;1;0;25
35,04273605;2008;0;0;30
16,82692337;2008;1;0;26
33,89422989;2008;1;0;26
17,30769157;2008;0;0;34
21,63461494;2008;0;0;27
7,371794701;2008;0;0;30
41,66666794;2008;1;0;32
12,98076916;2008;0;1;28
4,567307472;2008;0;0;29
24,03846169;2008;0;0;28
20,38461494;2008;1;1;31
42,39510345;2008;1;0;31
14,90384579;2008;1;1;32
15,38461494;2008;0;0;27
10,76923084;2008;1;1;28
9,134614945;2008;0;0;28
14,42307663;2008;0;0;25
20,97902107;2008;1;0;31
15,38461494;2008;1;1;27
13,46153831;2008;1;0;30
15;2008;1;1;29
7,692307472;2008;1;1;26
14,42307663;2008;0;0;27
11,53846169;2008;0;1;25
21,92307663;2008;1;0;32
32,69230652;2008;1;1;32
42,30769348;2008;1;0;34
16,58653831;2008;1;1;31
12,5;2008;0;1;33
14,42355728;2008;0;0;33
22,11538506;2008;0;1;31
19,69711494;2008;1;1;28
16,22450066;2008;0;0;33
4,006410122;2008;0;0;31
11,53846169;2008;0;1;32
7,142857075;2008;0;0;31
12,5009613;2008;0;0;26
12,01923084;2008;0;1;33
19,23077011;2008;1;1;33
45,67307663;2008;1;0;34
11,97916698;2008;0;0;32
8,17307663;2008;0;1;25
15,625;2008;0;0;29
24,03846169;2008;1;1;33
16,02564049;2008;1;0;33
16,82692337;2008;1;1;28
13,98601437;2008;0;0;31
12,82051277;2008;0;1;33
15,38461494;2008;0;1;26
16,34615326;2008;0;1;32
11,94332027;2008;0;1;25
26,44230843;2008;1;0;29
11,53846169;2008;0;1;28
15,38461494;2008;1;1;31
26,22377586;2008;0;0;29
8,241758347;2008;0;1;26
24,03846169;2008;1;0;32
21,67832184;2008;1;0;31
14,61538506;2008;1;0;29
16,66666603;2008;0;0;26
14,42307663;2008;0;0;29
20,67307663;2008;0;1;34
34,96503448;2008;0;0;30
15,86538506;2008;0;1;27
6,666666508;2008;0;0;32
21,63461494;2008;0;0;31
33,56643295;2008;1;1;34
4,006410122;2008;1;1;33
7,5;2008;0;1;25
7,5;2008;0;0;31
22,22222137;2008;1;1;30
16,82692337;2008;0;0;28
11,53846169;2008;0;1;33
12,74509811;2008;0;0;26
41,0256424;2008;0;0;25
11,05769253;2008;0;1;32
9,615385056;2008;0;0;34
9,615385056;2008;1;1;33
16,82692337;2008;1;1;31
34,23077011;2008;1;0;33
11,53846169;2008;0;0;34
2,747252703;2008;0;1;30
19,23077011;2008;0;0;27
8,603239059;2008;0;0;31
8,861538887;2008;0;1;27
21,15384674;2008;0;0;29
8,241758347;2008;0;1;30
17,09401703;2008;0;0;29
11,53942299;2008;0;0;29
8,547008514;2008;0;0;28
3,846153736;2008;0;1;25
15;2008;0;0;32
20,19230843;2008;1;0;33
26,20192337;2008;1;1;33
19,96318626;2008;1;0;30
3,846153736;2008;1;1;26
4,807692528;2008;1;0;27
6,927083492;2008;0;1;28
9,575416565;2008;1;0;34
11,05769253;2008;0;0;27
17,78846169;2008;0;0;25
14,42307663;2008;1;0;26
16,82692337;2008;1;1;27
6,609230995;2008;0;1;29
12,82051277;2008;1;0;26
10,0947113;2008;1;0;27
11,53846169;2008;0;1;26
9,615385056;2008;0;1;26
18,26922989;2008;1;1;28
5,769230843;2008;0;1;27
18,80341911;2008;1;1;30
18,26922989;2008;0;0;33
12,98076916;2008;1;1;28
20,38461494;2008;1;0;30
4,807692528;2008;0;0;34
6,372549057;2008;1;0;26
6,372549057;2008;1;0;30
29,9145298;2008;1;1;34
25;2008;1;0;28
9,615385056;2008;1;1;30
25,64102554;2008;1;0;32
11,53846169;2008;0;0;34
21,63461494;2008;1;1;34
10,57692337;2008;0;1;28
27,88461494;2008;0;0;25
36,29807663;2008;1;0;28
23,4375;2008;1;1;34
9,585897446;2008;1;1;31
30,76922989;2008;1;0;31
46,92307663;2008;1;0;32
25,48077011;2008;0;0;30
17,78846169;2008;1;1;25
10,13986015;2008;1;0;25
13,46153831;2008;1;0;26
23,55769157;2008;1;0;26
24,03846169;2008;1;0;25
52,88461685;2008;1;0;30
17,30769157;2008;1;1;30
19,23077011;2008;1;1;33
31,25;2008;1;1;33
43,26922989;2008;1;1;28
17,30769157;2008;1;1;26
19,23077011;2008;1;0;34
4,807692528;2008;0;1;30
7,211538315;2008;1;1;30
34,18803406;2008;1;0;28
38,46154022;2008;1;1;32
14,26113319;2008;1;0;26
29,80769157;2008;1;0;28
4,615384579;2008;0;1;26
16,19230843;2008;1;1;29
26,44230843;2008;1;0;30
24,61538506;2008;1;0;34
16,48351669;2008;0;1;32
15,28599644;2008;1;0;34
13,46153831;2008;1;0;26
9,615385056;2008;1;0;30
19,23077011;2008;1;0;32
21,97802162;2008;1;0;33
20,67307663;2008;1;0;31
16,82692337;2008;0;0;31
21,15384674;2008;1;1;28
10,28571415;2008;1;1;25
18,75;2008;1;1;26
21,15384674;2008;1;1;33
12,5;2008;0;1;26
21,15384674;2008;1;1;27
26,49572563;2008;1;0;25
33,17307663;2008;1;1;34
26,44230843;2008;1;1;32
15;2008;1;0;26
6,538461685;2008;0;1;29
15,625;2008;1;0;28
13,46153831;2008;0;1;28
17,66201973;2008;1;1;32
13,98601437;2008;0;0;29
18,26922989;2008;0;1;29
36,77884674;2008;1;1;34
12,02019215;2008;1;0;30
20,19230843;2008;1;1;26
24,03846169;2008;1;0;25
24,03846169;2008;1;1;25
10,57692337;2008;1;0;25
19,23077011;2008;1;1;25
8,25;2008;0;1;29
27,77863312;2008;1;0;33
9,807692528;2008;0;1;29
11,05769253;2008;0;0;32
15,38461494;2008;1;1;26
17,09401703;2008;1;1;28
9,090909004;2008;0;1;26
26,44230843;2008;1;1;32
40,86538315;2008;1;0;30
30,67765617;2008;1;0;28
16,02564049;2008;0;0;26
15;2008;0;1;29
34,61538315;2008;1;0;31
13,84615421;2008;1;1;31
25;2008;1;1;26
28,20512772;2008;1;0;26
18,26922989;2008;0;1;31
19,23077011;2008;1;0;31
23,07692337;2008;1;1;29
16,02564049;2008;1;0;30
14,17004013;2008;0;0;25
38,46154022;2008;1;0;34
12,91208744;2008;0;1;27
37,5;2008;1;0;33
13,84615421;2008;0;1;32
25;2008;1;1;25
12,01923084;2008;1;0;26
16,34615326;2008;0;0;31
8,653845787;2008;0;1;31
13,73626328;2008;0;0;30
7,692307472;2008;1;0;30
34,61538315;2008;1;1;31
16,82692337;2008;0;1;29
19,71153831;2008;1;0;31
21,15384674;2008;0;0;33
36,63220978;2008;1;0;32
13,87788486;2008;1;1;26
19,23077011;2008;1;0;27
19,23077011;2008;1;0;29
19,23077011;2008;0;1;34
19,71153831;2008;1;1;26
19,71153831;2008;1;1;27
21,63461494;2008;0;0;33
16,82692337;2008;1;1;31
16,82692337;2008;0;1;27
15,38461494;2008;1;0;34
34,61538315;2008;1;0;32
38,46154022;2008;1;1;31
45,67307663;2008;1;0;33
14,42307663;2008;1;1;28
32,90598297;2008;1;0;31
19,23077011;2008;1;0;34
15;2008;0;1;28
17,30769157;2008;1;1;30
21,2550602;2008;1;1;30
17,88998222;2008;0;1;31
44,23077011;2008;1;0;29
15,38461494;2008;1;1;31
12,82102585;2008;0;0;25
9,616025925;2008;1;1;31
25,00192261;2008;0;0;25
25;2008;1;1;30
31,70940208;2008;1;0;34
40,86538315;2008;1;0;30
19,23077011;2008;1;0;29
14,42307663;2008;0;1;29
30,36437225;2008;1;1;28
18,26922989;2008;0;0;30
28,84615326;2008;0;0;32
12,01923084;2008;0;1;34
24,03846169;2008;0;0;33
11,22449017;2008;0;0;32
19,23077011;2008;1;1;29
14,42307663;2008;0;0;28
16,82692337;2008;0;0;34
23,07692337;2008;1;1;31
8,653845787;2008;0;0;31
2,292647123;2008;0;0;30
28,64583397;2008;1;0;33
26,44230843;2008;1;1;32
18,75;2008;0;0;34
12,14999962;2008;0;1;34
16,02564049;2008;0;0;26
13,46153831;2008;0;1;26
14,42307663;2008;0;0;29
4,807692528;2008;1;1;31
13,07692337;2008;0;0;29
11,05769253;2008;0;0;30
9,615385056;2008;0;1;25
14,42307663;2008;0;0;25
13,46153831;2008;0;0;27
16,82692337;2008;1;1;33
19,23077011;2008;0;0;33
19,23077011;2008;1;1;31
15,86538506;2008;0;0;29
8,17307663;2008;0;1;29
17,30769157;2008;0;0;28
15,03798103;2008;0;0;28
9,615385056;2008;0;1;34
22,5;2008;1;1;32
18,75;2008;0;0;31
20,94017029;2008;0;0;32
21,63461494;2008;1;1;27
14,42307663;2008;0;0;32
15,86538506;2008;1;1;26
4,992603779;2008;1;0;32
33,90673065;2008;1;0;30
34,18803406;2008;1;0;30
32,05128098;2008;1;0;31
43,26922989;2008;1;1;29
18,59047699;2008;0;0;27
12,01923084;2008;0;1;33
36,05769348;2008;1;0;34
20,98958397;2008;0;1;33
42,30769348;2008;1;0;30
34,26573563;2008;1;0;31
15,86538506;2008;1;0;27
16,34615326;2008;1;1;28
26,44230843;2008;0;0;33
13,46153831;2008;0;1;29
28,84615326;2008;1;1;33
9,615385056;2008;0;1;33
7,211538315;2008;0;1;26
19,23077011;2008;1;1;27
26,44230843;2008;1;1;25
28,84615326;2008;1;1;33
18,79999924;2008;0;0;28
22,64957237;2008;1;0;27
16,78321648;2008;1;0;27
16,10017967;2008;1;1;34
18,86094666;2008;1;0;29
14,42307663;2008;0;1;30
13,94230747;2008;0;0;34
11,1888113;2008;1;1;25
16,34615326;2008;1;0;26
20,67307663;2008;1;1;25
27,42307663;2008;1;1;29
19,85577011;2008;1;0;30
12,98076916;2008;0;1;29
24,03846169;2008;1;0;26
17,8571434;2008;1;0;27
15,81196594;2008;1;0;25
8,391608238;2008;0;0;25
11,1888113;2008;1;0;25
28,84615326;2008;1;0;27
32,47863388;2008;1;0;34
12,5;2008;1;0;25
9,615385056;2008;1;1;25
72,11538696;2008;1;0;28
11,53846169;2008;1;1;29
25;2008;1;1;32
23,07692337;2008;0;0;26
21,875;2008;1;1;32
20,43269157;2008;1;0;28
16,82692337;2008;1;1;25
18,02884674;2008;0;0;34
12,01923084;2008;0;1;30
22,52747345;2008;1;0;33
25;2008;0;1;30
9,615385056;2008;0;0;27
3,365384579;2008;1;0;26
21,24183083;2008;0;0;28
12,77923107;2008;1;0;29
43,26922989;2008;1;0;34
17,78846169;2008;1;1;30
18,91025734;2008;1;0;33
31,73077011;2008;1;0;34
12,01923084;2008;0;0;29
32,69230652;2008;1;0;32
14,42307663;2008;0;1;26
28,21196556;2008;1;0;28
15,96153831;2008;1;0;31
12,5;2008;0;1;27
26,44230843;2008;1;1;29
31,73077011;2008;0;0;29
19,61538506;2008;0;0;34
11,92307663;2008;1;1;30
12,98076916;2008;1;1;28
25;2008;1;0;30
13,94230747;2008;1;1;25
36,05769348;2008;0;0;31
21,15384674;2008;0;0;29
22,11538506;2008;1;0;30
8,5;2008;0;1;34
7,019230843;2008;0;1;33
15,38461494;2008;0;0;29
17,30769157;2008;0;0;25
27,97202873;2008;1;1;28
12,57211494;2008;0;0;33
21,63461494;2008;0;0;26
34,61538315;2008;0;0;28
34,61538315;2008;0;0;34
19,87179565;2008;1;0;32
12,01923084;2008;1;1;30
16,82692337;2008;0;0;25
16;2008;0;0;34
9,890110016;2008;0;0;26
17,30846214;2008;1;0;33
21,15480804;2008;1;1;29
16,92708397;2008;1;1;32
16,82692337;2008;1;1;31
12,47401237;2008;0;0;30
12,69791698;2008;0;1;29
17,03296661;2008;1;1;34
12,98076916;2008;0;1;28
18,80341911;2008;0;0;31
25;2008;0;0;34
16,48351669;2008;1;1;31
10,98901081;2008;0;1;29
7,692307472;2008;0;1;26
15,38461494;2008;0;0;32
28,84663391;2008;0;0;27
12,01923084;2008;0;0;33
6,25;2008;0;0;27
17,30769157;2008;1;1;28
24,03846169;2008;1;0;34
13,46153831;2008;1;1;30
15,86538506;2008;1;1;31
17,30769157;2008;0;0;29
16,64201164;2008;0;0;31
11,04423046;2008;1;1;32
12,01923084;2008;0;0;32
21,20192337;2008;1;1;34
16,82692337;2008;0;0;27
8,894230843;2008;0;1;34
24,03846169;2008;1;0;31
9,615385056;2008;0;0;26
12,82051277;2008;0;0;28
14,42307663;2008;1;1;30
19,23077011;2008;1;1;33
6,610577107;2008;1;0;30
13,94230747;2008;0;0;29
22,39583397;2008;0;0;28
17,77649498;2008;1;0;28
9,615385056;2008;1;1;27
15;2008;0;0;25
7,692307472;2008;0;0;30
17,78846169;2008;1;1;28
11,71875;2008;0;1;25
8,653845787;2008;0;0;33
9,615385056;2008;0;1;28
5,769230843;2008;0;1;30
7,5;2008;0;1;30
12,01923084;2008;0;0;30
3,296703339;2008;0;1;32
16,34615326;2008;0;0;26
16,82692337;2008;1;0;32
9,615385056;2008;1;1;32
6,490384579;2008;0;1;30
22,83653831;2008;1;1;30
12,90485859;2008;0;0;27
8,653845787;2008;1;1;29
38,33333206;2008;1;1;28
15,38461494;2008;0;1;28
25;2008;1;0;30
20;2008;1;0;32
7,797202587;2008;1;1;25
9,41915226;2008;1;0;30
9,178321838;2008;0;0;25
8,413461685;2008;1;0;29
29,572649;2008;1;0;33
7,692307472;2008;1;1;27
16,58653831;2008;1;1;27
28,84615326;2008;0;0;29
15,38461494;2008;0;0;34
9,615385056;2008;0;0;27
14,42307663;2008;0;1;29
24,51922989;2008;0;0;34
20,83333397;2008;0;0;29
5,729166508;2008;0;0;34
21,63461494;2008;0;0;31
26,44230843;2008;0;0;34
6,25;2008;0;1;30
12,5;2008;0;1;31
18,26922989;2008;0;0;34
14,9572649;2008;1;1;26
14,23076916;2008;0;0;27
10,1214571;2008;1;1;27
22,59615326;2008;1;0;33
20,19230843;2008;1;1;29
25;2008;1;0;26
23,79807663;2008;1;0;31
29,12087822;2008;1;0;30
36,05769348;2008;1;0;34
24,29149818;2008;1;1;32
19,23077011;2008;0;0;29
30,04807663;2008;1;1;34
15,86538506;2008;0;1;28
19,23077011;2008;0;0;29
15,05016708;2008;1;1;34
16,82692337;2008;0;0;34
19,23077011;2008;1;1;32
9;2008;0;0;30
15;2008;0;1;26
17,78846169;2008;1;1;27
12,5;2008;1;1;27
18,79370689;2008;1;0;30
21,49038506;2008;0;0;30
11,53846169;2008;0;1;29
27,88461494;2008;1;0;30
5,769230843;2008;0;1;26
17,8571434;2008;1;1;27
21,63461494;2008;0;1;30
21,63461494;2008;0;0;31
38,46154022;2008;1;0;34
12,75510216;2008;0;1;32
12,69999981;2008;0;0;31
31,25;2008;0;1;31
16,88555336;2008;1;1;28
25;2008;1;0;26
11,53846169;2008;0;0;32
11,53846169;2008;1;1;30
17;2008;1;0;30
34,18803406;2008;1;0;31
20;2008;1;1;29
22,5;2008;1;0;26
13,46153831;2008;0;1;26
24,03846169;2008;1;1;27
12,82051277;2008;0;1;31
11,96581173;2008;1;1;33
5,944056034;2008;0;1;33
9,615385056;2008;0;1;30
19,23077011;2008;1;1;30
18,26922989;2008;0;0;33
23,50427437;2008;1;1;33
27,77777863;2008;1;0;32
31,25;2008;1;1;26
14,42307663;2008;0;1;30
10;2008;1;0;27
16,34615326;2008;1;1;27
23,66863823;2008;1;0;30
8,835759163;2008;0;1;26
24,03846169;2008;1;0;29
22,59615326;2008;1;1;32
7,211538315;2008;0;1;28
16,82692337;2008;0;0;34
11,53846169;2008;0;0;29
24,03846169;2008;1;0;30
18,1875;2008;1;0;28
13,94230747;2008;0;0;28
35,41827011;2008;1;0;29
24,03846169;2008;1;0;29
24,03846169;2008;1;0;28
13,46153831;2008;0;0;25
20,19230843;2008;0;0;33
11,21794891;2008;0;1;25
27,88461494;2008;1;0;32
5,769230843;2008;0;0;25
18,80341911;2008;1;1;25
7,417582512;2008;0;1;30
12,01923084;2008;0;1;34
9,231538773;2008;0;0;27
21,63461494;2008;0;1;26
14,42307663;2008;1;0;27
21,36752129;2008;1;1;26
12,74509811;2008;0;0;33
40,59828949;2008;0;0;31
19,23077011;2008;0;0;25
16,34615326;2008;1;1;28
8,365385056;2008;0;0;28
13,94230747;2008;0;1;25
24,03846169;2008;0;0;27
12,01923084;2008;1;1;30
35,67307663;2008;1;0;33
9,615385056;2008;0;0;29
19,23077011;2008;0;0;28
29,4871788;2008;1;0;31
16,02564049;2008;0;1;31
6,25;2008;0;1;25
16,34615326;2008;1;1;27
10,89743614;2008;1;0;30
12,98076916;2008;1;1;31
13,75;2008;1;1;30
15;2008;1;0;30
8,17307663;2008;0;0;32
20,67307663;2008;0;0;33
4,162499905;2008;0;0;25
12,74038506;2008;0;1;33
16,45299149;2008;0;0;30
7,211538315;2008;0;0;28
13,73626328;2008;1;1;30
7,692307472;2008;0;1;25
10,16483498;2008;0;0;28
36,05769348;2008;1;0;31
9,615385056;2008;0;0;33
28,84615326;2008;1;0;33
22,80858612;2008;1;1;32
20,19230843;2008;1;0;25
24,78632545;2008;1;0;32
22,30769157;2008;1;0;26
10,76923084;2008;1;1;27
12,5;2008;1;0;26
24,27884674;2008;0;0;26
14,42307663;2008;1;1;27
12,98076916;2008;1;1;25
13,46153831;2008;1;0;27
16,34615326;2008;1;1;30
18,62745094;2008;0;0;30
14,63675213;2008;1;1;25
13,14285755;2008;0;0;34
16,20879173;2008;0;1;31
9,895833015;2008;1;0;27
10,09615421;2008;0;1;28
19,23077011;2008;1;0;29
12,52236176;2008;1;1;28
21,6857605;2008;1;0;30
42,73504257;2008;1;1;27
21,63461494;2008;1;0;27
11,6279068;2008;0;0;32
16,02564049;2008;1;0;25
25,28846169;2008;1;1;31
13,22115421;2008;1;0;26
18,22115326;2008;1;1;34
8,547008514;2008;1;1;30
7,115384579;2008;0;0;26
11,05769253;2008;1;1;28
15;2008;1;0;30
6,730769157;2008;1;1;34
20,5128212;2008;0;0;34
12,5;2008;1;1;30
3,599999905;2008;0;0;30
25;2008;1;0;29
9,615385056;2008;1;0;34
9,615385056;2008;1;1;34
28,84615326;2008;1;0;34
14,66346169;2008;1;0;25
21,63461494;2008;1;1;34
12,30769253;2008;0;0;26
12,82051277;2008;0;1;32
23,07692337;2008;1;0;32
17,78846169;2008;1;1;32
19,05594444;2008;1;0;32
12,01923084;2008;0;1;25
25,05494499;2008;0;0;26
32,69230652;2008;1;1;27
25;2008;1;1;31
13,63636398;2008;0;0;29
21,63461494;2008;1;1;28
26,44230843;2008;1;0;34
7,211538315;2008;0;0;33
20,67307663;2008;0;1;33
13,94230747;2008;1;1;30
8,653845787;2008;0;1;30
7,211538315;2008;0;1;27
13,94230747;2008;0;0;33
24,4755249;2008;1;0;27
24,03846169;2008;1;1;27
7,451922894;2008;1;1;29
9,615385056;2008;0;1;26
14,42307663;2008;0;0;28
11,11888123;2008;0;0;30
11,17846107;2008;0;0;25
17,30769157;2008;0;0;31
32,05128098;2008;1;0;33
13,46153831;2008;1;1;30
13,55769253;2008;1;0;32
9,340659142;2008;1;0;31
19,23077011;2008;1;0;28
11,53846169;2008;0;0;26
14,42307663;2008;0;0;31
17,30769157;2008;1;0;29
15;2008;1;0;27
9,171597481;2008;1;0;33
13,46153831;2008;0;0;28
20,12522316;2008;1;1;30
18,14903831;2008;0;0;29
24,51922989;2008;0;0;32
15;2008;0;0;33
11,63967609;2008;0;0;31
11,1336031;2008;1;1;30
11,76470566;2008;1;1;31
5,769230843;2008;0;1;28
12,01923084;2008;0;0;25
15,14423084;2008;0;0;33
2,403846264;2008;0;0;31
9;2008;0;1;29
18,26922989;2008;1;1;32
